claim_id,source_verdict,primary_failure,repairability,failed_gates,diagnosis,allowed_revisions,forbidden_revisions,next_agent_instruction,must_preserve,allowed_contract_changes,source_artifact
ADHD_accumbens,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
ADHD_putamen,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
ADHD_hippocampus,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
ADHD_caudate,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
ADHD_pallidum,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
ADHD_thalamus,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
random_hippocampus_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
random_amygdala_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
random_thalamus_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
random_accumbens_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
random_pallidum_s101,fragile,multiplicity,downgrade_only,multiplicity;multiverse;replication,The primary effect does not survive the declared multiplicity correction.,Return a fragile disposition. | Treat the finding as exploratory and design a new confirmatory study.,Do not lower alpha or family size. | Do not switch to a more significant outcome. | Do not report nominal significance as confirmation.,Return a fragile disposition or propose a new confirmatory design.,scientific_question;outcome_family;direction;discovery_cohort;gate_thresholds;replication_cohorts,disposition,review-stage/external-cnp/CNP_external_audit.csv
